0,3515.543945
1,1555.862915
2,1554.879517
3,1553.917114
4,1557.272217
5,1557.059204
6,1554.162842
7,1552.254517
8,1552.402954
9,1556.567993
10,1560.781738
11,1554.877319
12,1557.826660
13,1555.171631
14,1555.424805
15,1562.494629
16,1551.137207
17,1550.463379
18,1574.869873
19,1560.232544
20,1589.611328
21,1556.799072
22,1555.295532
23,1555.582153
24,1551.030396
25,1577.745972
26,1556.760132
27,1558.276245
28,1558.761475
29,1560.365845
30,1564.943237
31,1555.752563
32,1553.031128
33,1557.311523
34,1557.191650
35,1564.723877
36,1605.969238
37,1560.715942
38,1559.160522
39,1557.419067
40,1592.058838
41,1561.097168
42,1560.699829
43,1559.939697
44,1553.530029
45,1559.583496
46,1563.402100
47,1563.431152
48,1561.815796
49,1568.606079
50,1605.311401
51,1561.360596
52,1593.178223
53,1560.265869
54,1559.059204
55,1567.526733
56,1564.555542
57,1565.541748
58,1566.336914
59,1567.137695
60,1564.602295
61,1565.046875
62,1561.300415
63,1568.437500
64,1567.980957
65,1569.721680
66,1567.166138
67,1565.614868
68,1549.412598
69,1571.008789
70,1576.738525
71,1572.276611
72,1573.624512
73,1572.358154
74,1569.312866
75,1595.596558
76,1561.516846
77,1569.861450
78,1572.950073
79,1570.270630
80,1648.126709
81,1573.024902
82,1571.329590
83,1570.983887
84,1605.066040
85,1579.369629
86,1572.638916
87,1576.385620
88,1575.029419
89,1572.463013
90,1578.081299
91,1572.334229
92,1562.829102
93,1577.859131
94,1568.675537
95,1579.293335
96,1582.636841
97,1577.256714
98,1621.154175
99,1577.156250
100,1638.185425
101,1575.353760
102,1574.555542
103,1576.179688
104,1574.436279
105,1577.645752
106,1572.691772
107,1580.822998
108,1539.427612
109,1581.034180
110,1586.703125
111,1585.409058
112,1589.552856
113,1600.435669
114,1598.889282
115,1614.778198
116,1605.183350
117,1626.788818
118,1639.290039
119,1652.947021
120,1693.507690
121,1682.123779
122,1701.398438
123,1723.316772
124,1864.624878
125,1836.576904
126,1791.202759
127,1807.796875
128,1842.890503
129,1888.760132
130,1957.233521
131,1987.038574
132,2115.173584
133,2115.996094
134,2195.316162
135,2266.420654
136,2341.387939
137,2395.265869
138,2494.199219
139,2498.591064
140,2446.706787
141,2587.868164
142,2628.155762
143,2665.927979
144,2701.331787
145,2746.770264
146,2795.153564
147,2811.297119
148,2854.509766
149,2880.638672
150,2924.808350
151,2945.400879
152,2991.858398
153,3001.062988
154,3054.207275
155,3071.418945
156,3111.297852
157,3104.260986
158,3164.874023
159,3175.819824
160,3210.372803
161,3230.628662
162,3235.471191
163,3215.006836
164,3253.420410
165,3048.933105
166,2887.474365
167,2732.691895
168,2626.454834
169,2573.640869
170,2526.597412
171,2442.234131
172,2393.037598
173,2349.873535
174,2285.966797
175,2316.857666
176,2510.065674
177,2742.909912
178,2910.205811
179,2984.011963
180,3126.005371
181,2993.619141
182,2659.785645
183,2493.851562
184,2508.884521
185,2914.689941
186,3016.256836
187,2593.882080
188,2979.556641
189,2625.158203
190,3036.596680
191,3030.028320
192,2659.556152
193,2948.503662
194,2901.766113
195,2863.088135
196,26822.056641
197,2945.752441
198,3067.106689
199,2943.396973
200,3049.743164
201,2862.915283
202,2811.973389
203,2920.543213
204,3011.601074
205,3018.791748
206,2694.863525
207,2974.172852
208,3165.267090
209,2980.899414
210,2608.932373
211,2618.026123
212,2805.010986
213,2817.190186
214,3057.001221
215,3229.201660
216,3184.211914
217,3108.538330
218,3027.933594
219,2950.498291
220,2906.221924
221,2742.977539
222,2613.665039
