0,1
1,2
2,0
3,2
4,3
5,3
6,6
7,5
8,4
9,1
10,3
11,3
12,4
13,2
14,1
15,0
16,3
17,4
18,4
19,1
20,2
21,-4
22,5
23,11
24,-10
25,7
26,-8
27,4
28,13
29,-4
30,11
31,-5
32,6
33,-2
34,-15
35,24
36,-46
37,7
38,29
39,-58
40,25
41,-1
42,9
43,29
44,-20
45,-9
46,-5
47,20
48,7
49,10
50,6
51,-17
52,11
53,1
54,3
55,-12
56,0
57,8
58,-9
59,12
60,-9
61,-36
62,7
63,40
64,-5
65,36
66,-13
67,-24
68,5
69,43
70,24
71,-20
72,24
73,-59
74,-5
75,50
76,-28
77,26
78,52
79,-91
80,88
81,-17
82,-79
83,158
84,-178
85,112
86,47
87,-180
88,282
89,-251
90,121
91,112
92,-304
93,411
94,-363
95,154
96,174
97,-461
98,599
99,-496
100,177
101,260
102,-649
103,855
104,-718
105,307
106,294
107,-815
108,1103
109,-1000
110,542
111,144
112,-785
113,1165
114,-1127
115,680
116,45
117,-751
118,1163
119,-1110
120,688
121,-20
122,-675
123,1137
124,-1247
125,963
126,-324
127,-415
128,1037
129,-1253
130,1017
131,-418
132,-310
133,807
134,-962
135,716
136,-256
137,-284
138,712
139,-878
140,762
141,-394
142,-136
143,676
144,-1022
145,1025
146,-695
147,66
148,586
149,-1104
150,1253
151,-1000
152,363
153,432
154,-1117
155,1444
156,-1299
157,721
158,59
159,-830
160,1352
161,-1462
162,1113
163,-395
164,-457
165,1167
166,-1470
167,1268
168,-607
169,-237
170,969
171,-1340
172,1223
173,-683
174,-55
175,781
176,-1238
177,1321
178,-975
179,313
180,473
181,-1159
182,1528
183,-1460
184,946
185,-153
186,-717
187,1422
188,-1748
189,1527
190,-846
191,-126
192,1064
193,-1671
194,1746
195,-1269
196,357
197,647
198,-1431
199,1741
200,-1523
201,824
202,132
203,-1042
204,1652
205,-1754
206,1319
207,-464
208,-573
209,1424
210,-1855
211,1730
212,-1071
213,43
214,1018
215,-1790
216,2020
217,-1603
218,647
219,524
220,-1488
221,1956
222,-1781
223,1002
224,27
225,-1002
226,1580
227,-1620
228,1120
229,-297
230,-553
231,1180
232,-1440
233,1278
234,-768
235,62
236,682
237,-1267
238,1554
239,-1425
240,897
241,-71
242,-825
243,1502
244,-1784
245,1517
246,-754
247,-255
248,1190
249,-1785
250,1785
251,-1253
252,263
253,776
254,-1575
255,1869
256,-1573
257,804
258,164
259,-1115
260,1702
261,-1751
262,1253
263,-359
264,-639
265,1444
266,-1791
267,1590
268,-898
269,-90
270,1091
271,-1775
272,1950
273,-1495
274,565
275,601
276,-1614
277,2091
278,-1901
279,1077
280,101
281,-1255
282,1985
283,-2055
284,1454
285,-357
286,-857
287,1748
288,-2053
289,1678
290,-743
291,-405
292,1399
293,-1922
294,1857
295,-1253
296,308
297,724
298,-1538
299,1923
300,-1773
301,1094
302,-98
303,-893
304,1585
305,-1761
306,1350
307,-546
308,-407
309,1136
310,-1505
311,1330
312,-735
313,-89
314,855
315,-1362
316,1464
317,-1097
318,418
319,401
320,-1127
321,1530
322,-1499
323,1049
324,-250
325,-604
326,1337
327,-1696
328,1586
329,-989
330,98
331,853
332,-1576
333,1829
334,-1562
335,830
336,166
337,-1072
338,1651
339,-1767
340,1363
341,-584
342,-394
343,1238
344,-1661
345,1588
346,-1040
347,205
348,653
349,-1340
350,1601
351,-1352
352,739
353,167
354,-988
355,1538
356,-1628
357,1198
358,-417
359,-534
360,1312
361,-1686
362,1641
363,-1041
364,116
365,903
366,-1636
367,1812
368,-1464
369,635
370,372
371,-1241
372,1772
373,-1806
374,1305
375,-392
376,-642
377,1592
378,-2068
379,1958
380,-1207
381,74
382,1106
383,-1920
384,2173
385,-1750
386,826
387,373
388,-1408
389,2018
390,-1973
391,1357
392,-328
393,-767
394,1612
395,-1962
396,1757
397,-1054
398,30
399,1035
400,-1816
401,2104
402,-1751
403,875
404,341
405,-1450
406,2149
407,-2170
408,1505
409,-339
410,-944
411,1934
412,-2299
413,1959
414,-996
415,-282
416,1486
417,-2238
418,2302
419,-1698
420,609
421,627
422,-1674
423,2196
424,-2096
425,1427
426,-420
427,-659
428,1494
429,-1901
430,1806
431,-1260
432,392
433,561
434,-1379
435,1846
436,-1757
437,1208
438,-251
439,-810
440,1644
441,-2009
442,1744
443,-926
444,-172
445,1271
446,-2011
447,2128
448,-1625
449,580
450,639
451,-1683
452,2220
453,-2115
454,1376
455,-301
456,-875
457,1821
458,-2281
459,2060
460,-1240
461,-15
462,1250
463,-2095
464,2295
465,-1811
466,732
467,466
468,-1556
469,2092
470,-2041
471,1405
472,-444
473,-621
474,1466
475,-1955
476,1915
477,-1396
478,474
479,613
480,-1566
481,2131
482,-2075
483,1431
484,-325
485,-942
486,1941
487,-2353
488,2009
489,-1048
490,-244
491,1449
492,-2190
493,2221
494,-1601
495,455
496,841
497,-1924
498,2359
499,-2054
500,1149
501,112
502,-1370
503,2228
504,-2411
505,1899
506,-834
507,-491
508,1697
509,-2378
510,2383
511,-1715
512,507
513,828
514,-1950
515,2471
516,-2280
517,1403
518,-126
519,-1230
520,2201
521,-2516
522,2066
523,-998
524,-369
525,1584
526,-2322
527,2395
528,-1772
529,630
530,659
531,-1755
532,2346
533,-2286
534,1620
535,-468
536,-818
537,1866
538,-2379
539,2187
540,-1396
541,192
542,1015
543,-1858
544,2224
545,-1934
546,1089
547,7
548,-1125
549,1886
550,-2130
551,1799
552,-908
553,-200
554,1340
555,-2058
556,2101
557,-1529
558,459
559,744
560,-1699
561,2117
562,-1810
563,921
564,303
565,-1429
566,2052
567,-2080
568,1423
569,-291
570,-933
571,1883
572,-2271
573,2007
574,-1121
575,-141
576,1390
577,-2278
578,2496
579,-1943
580,790
581,647
582,-1897
583,2575
584,-2552
585,1782
586,-493
587,-960
588,2118
589,-2658
590,2427
591,-1511
592,143
593,1216
594,-2221
595,2587
596,-2198
597,1167
598,226
599,-1549
600,2404
601,-2562
602,1968
603,-835
604,-507
605,1711
606,-2415
607,2451
608,-1821
609,657
610,693
611,-1856
612,2493
613,-2395
614,1633
615,-415
616,-950
617,2031
618,-2542
619,2346
620,-1508
621,180
622,1190
623,-2186
624,2543
625,-2226
626,1249
627,30
628,-1315
629,2182
630,-2488
631,2075
632,-1135
633,-95
634,1306
635,-2154
636,2417
637,-2020
638,1078
639,170
640,-1335
641,2162
642,-2386
643,1896
644,-870
645,-365
646,1537
647,-2249
648,2380
649,-1801
650,728
651,568
652,-1740
653,2419
654,-2419
655,1739
656,-539
657,-805
658,1959
659,-2526
660,2345
661,-1445
662,68
663,1317
664,-2268
665,2580
666,-2090
667,983
668,406
669,-1698
670,2504
671,-2578
672,2014
673,-835
674,-565
675,1848
676,-2595
677,2640
678,-1934
679,691
680,757
681,-1988
682,2681
683,-2605
684,1795
685,-465
686,-970
687,2151
688,-2753
689,2594
690,-1717
691,393
692,1039
693,-2189
694,2690
695,-2413
696,1445
697,-64
698,-1298
699,2267
700,-2529
701,2012
702,-904
703,-445
704,1695
705,-2395
706,2434
707,-1798
708,651
709,635
710,-1693
711,2377
712,-2374
713,1756
714,-644
715,-685
716,1777
717,-2359
718,2230
719,-1504
720,396
721,835
722,-1835
723,2317
724,-2200
725,1469
726,-322
727,-951
728,1975
729,-2447
730,2251
731,-1384
732,90
733,1233
734,-2222
735,2561
736,-2152
737,1124
738,282
739,-1582
740,2449
741,-2637
742,1996
743,-794
744,-622
745,1856
746,-2546
747,2495
748,-1687
749,333
750,1066
751,-2153
752,2587
753,-2238
754,1239
755,127
756,-1412
757,2289
758,-2548
759,2082
760,-1059
761,-258
762,1509
763,-2299
764,2479
765,-1941
